category_id,category_name,characteristic
793369836,Полотенца текстильные,Модель: Полотенце махровое 50?90 см зеленое УЗБЕКИСТАН
793369836,Полотенца текстильные,Назначение: Для рук Размер : 50*90 см Вид продукции 
793369836,Полотенца текстильные,Полотенца: текстильные Плотность основной ткани :
793369836,Полотенца текстильные,грамм: на квадраный метр Описание : Полотенце
793369836,Полотенца текстильные,махровое: Наличие мембраны : 0 Модель : Полотенце
793369836,Полотенца текстильные,Полотенца: текстильные Назначение : Для рук и лица
793369836,Полотенца текстильные,Размер: : 50х90 см Цвет : Темно-бордовый Вид
793369836,Полотенца текстильные,Полотенца: текстильные Международный размер : 50х90
793369836,Полотенца текстильные,основной: ткани : 360 грамм на квадраный метр
793369836,Полотенца текстильные,200 г
793369836,Полотенца текстильные,45.00000 см
793369836,Полотенца текстильные,Длина: 80.00000 см Полотенце вафельное : Да Цве
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,1600 мм
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,Вид: наплечные набедренные лямки Длина поясно
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,Модель: Пояс предохранительный лямочный ППЛ-32 (размер XXL
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,Назначение: предназначен для обеспечения безопасности работ на
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,Размер: пояса : XXL Количество точек крепления :
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,Разрывная: нагрузка : 15000 Н Вид прочего инвентаря
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,Части: запасные и материалы расходные для
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,замкнутых: пространствах когда может возникнуть
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,инструментов: спасательных служб и служб гражданской
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,крепления: 2 шт Назначение : предназначен для обесп
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,Масса: не более 2 1 кг Величина обхвата талии :
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,110 г
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,2011 М
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,Масса: 110 грамм (г) Защитные свойства : Полума
793370340,Части запасные и материалы расходные для инструментов спасательных служб и служб гражданской обороны,Модель: Полумаска изолирующая UNIX 1000 (средний
793370374,Части запасные и материалы расходные для средств пожаротушения,200 г
793370374,Части запасные и материалы расходные для средств пожаротушения,40 см
793370374,Части запасные и материалы расходные для средств пожаротушения,Гарантийный: срок хранения : 15 лет Модель : Сумка
793370374,Части запасные и материалы расходные для средств пожаротушения,Масса: 200 г Габаритные размеры : 40 см Гарантийный срок
793370374,Части запасные и материалы расходные для средств пожаротушения,Модель: Сумка для панорамных масок UNIX Россия
793370374,Части запасные и материалы расходные для средств пожаротушения,Описание: Снабжена клапаном плечевым регулируемым 
793370374,Части запасные и материалы расходные для средств пожаротушения,Предназначен: для хранения и ношения промышленного про
793370374,Части запасные и материалы расходные для средств пожаротушения,Россия
793370374,Части запасные и материалы расходные для средств пожаротушения,Части: запасные и материалы расходные для
793370374,Части запасные и материалы расходные для средств пожаротушения,противогаза: с панорамной маской. Вид товара : Сумка
793370374,Части запасные и материалы расходные для средств пожаротушения,средств: пожаротушения Описание : Снабжена
793370374,Части запасные и материалы расходные для средств пожаротушения,тесьмой: для закрепления на поясе. Предназначен :
793370402,Противогазы,Комплектация: Маска состоит из панорамного стекла-корп
793370402,Противогазы,Модель: МАГ 0403 CL 2 Россия
793370402,Противогазы,Россия
793370402,Противогазы,Средства: для спасательных служб и служб
793370402,Противогазы,гражданской: обороны Виды средств для спасательных
793370402,Противогазы,двойным: обтюратором клапанной коробки с
793370402,Противогазы,дыхания: Противогазы Тип ремней крепления и или о
793370402,Противогазы,зрения: 77 % Срок хранеиия : 10 г Вид продукции 
793370402,Противогазы,индивидуальной: защиты органов дыхания : Противогазы Тип
793370402,Противогазы,клапанами: вдоха выдоха и переговорным устройством
793370402,Противогазы,Комплектация: с воздухоподводящим шлангом длиной 10 м 
793370402,Противогазы,Модель: Противогаз шланговый изолирующий ПШ-1С с
793370402,Противогазы,Назначение: Предназначен для защиты органов дыхания глаз и кож
793370402,Противогазы,Принцип: работы : Противогаз работает по принципу
793370402,Противогазы,Стандарты: ТР ТС 019 2011 Применение : Применяется 
793370426,Веревки альпинистские,12.00000 мм
793370426,Веревки альпинистские,3850.00000 г
793370426,Веревки альпинистские,Веревки: альпинистские Вес : 3850.00000 г Диаметр
793370426,Веревки альпинистские,Вес: 3850.00000 г Диаметр : 12.00000 мм Особенности : З
793370426,Веревки альпинистские,Длина: 50.00000 м Материал : изготавливается из
793370426,Веревки альпинистские,Модель: КСЛ 50
793370426,Веревки альпинистские,Назначение: : Используют для страховки работников
793370426,Веревки альпинистские,изготавливается: из полиэфира (лавсана) – обозначение КСЛ
793370428,Изделия и принадлежности для альпинизма,200.00000 см
793370428,Изделия и принадлежности для альпинизма,Вес: 980.00000 г Длина : 200.00000 см Стандар
793370428,Изделия и принадлежности для альпинизма,Изделия: и принадлежности для альпинизма Вес :
793370428,Изделия и принадлежности для альпинизма,Карабины: наличие Материал : полиэфирный канат Мод
793370428,Изделия и принадлежности для альпинизма,Отличительные: признаки : Строп регулируемый одинарный
793370428,Изделия и принадлежности для альпинизма,Россия
793370428,Изделия и принадлежности для альпинизма,одинарный: регулируемый «B12p» (vnt B12p) Россия
793370428,Изделия и принадлежности для альпинизма,120 см
793370428,Изделия и принадлежности для альпинизма,1640 г
793370428,Изделия и принадлежности для альпинизма,80 см
793370428,Изделия и принадлежности для альпинизма,Масса: 1640 г Назначение элемента альпинистского снаряжен
793370428,Изделия и принадлежности для альпинизма,Модель: Страховочная привязь ТА50 M-XL
793370428,Изделия и принадлежности для альпинизма,Обхват: ног : 50-80 см Обхват пояса : 90-120 см
793370428,Изделия и принадлежности для альпинизма,Размер: : M-XL Цвет : желтый черный Статическая
793370428,Изделия и принадлежности для альпинизма,прочность: : 15 килоньютон (kn) Модель :
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,2011 М
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Назначение: ремонтные строительно-конструкторские сборочно-мон
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Особенности: Перчатки эластичны плотно облегают руку 
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Размер: 10 Стандарт : ТР ТС 019 2011 Модель : Пе
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Россия
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Снаряжение: специальное для спасательных служб и
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Стандартный: Класс вязки : 15 Материал основы :
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,облегают: руку обеспечивают максимальную
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,покрытия: нитрил ПУ на водной основе Назначение : 
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,полиамид: спандекс Материал покрытия : нитрил ПУ
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,применения: специальной вязаной основы Размер : 10
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Вибробосс: К» (П5420-1) Россия
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Материал: : Перчатки кожаные с манжетой из
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Перчатки: защищают от контакта с нагретыми до +250
793370434,Снаряжение специальное для спасательных служб и служб гражданской обороны,Стандартный: Модель : Перчатки антивибрационные
793370454,Боевая одежда пожарного (БОП),1000 В
793370454,Боевая одежда пожарного (БОП),240 г
793370454,Боевая одежда пожарного (БОП),TermotreK: Подбородочный ремень : наличие Цвет :
793370454,Боевая одежда пожарного (БОП),Боевая: одежда пожарного (БОП) Защита от
793370454,Боевая одежда пожарного (БОП),Вид: каска защитная Масса : 240 г Материал корпуса : Te
793370454,Боевая одежда пожарного (БОП),Россия
793370454,Боевая одежда пожарного (БОП),Цвет: красный Модель : Каска защитная «СОМЗ-55
793370454,Боевая одежда пожарного (БОП),красная: (75516) Россия
793370454,Боевая одежда пожарного (БОП),тока: напряжением до 1500 В переменного до
793370506,Приборы осветительные мобильные для спасательных служб и служб гражданской обороны,663.00000 г
793370506,Приборы осветительные мобильные для спасательных служб и служб гражданской обороны,Вес: 663.00000 г Вид товара : Светодиодный фо
793370506,Приборы осветительные мобильные для спасательных служб и служб гражданской обороны,Зарядное: устройство : от сети Защита : Встроенная
793370506,Приборы осветительные мобильные для спасательных служб и служб гражданской обороны,Китай
793370506,Приборы осветительные мобильные для спасательных служб и служб гражданской обороны,Литий: -ионный Модель : Фонарь «Яркий Луч»
793370506,Приборы осветительные мобильные для спасательных служб и служб гражданской обороны,Приборы: осветительные мобильные для спасательных
793370506,Приборы осветительные мобильные для спасательных служб и служб гражданской обороны,аккумулятора: Режимов освещения : 3 шт Стандарты : ТР
793370506,Приборы осветительные мобильные для спасательных служб и служб гражданской обороны,служб: и служб гражданской обороны Вес :
793370542,Сумки повседневные,24 см
793370542,Сумки повседневные,Материал: : полиэстер Цвет : васильковый Вид
793370542,Сумки повседневные,Модель: Рюкзак Россия
793370542,Сумки повседневные,Россия
793370542,Сумки повседневные,Сумки: повседневные Боковые карманы : 1 Вид
793370542,Сумки повседневные,застежки: : молния Габаритные размеры : 35х45х24
793370542,Сумки повседневные,карманов: 7.00000 шт Материал : полиэстер Цвет : в
793370542,Сумки повседневные,продукции: : Товары Вид товаров : Сумки портфели
793370542,Сумки повседневные,чемоданов: Сумки повседневные Модель : Рюкзак Росси
793370542,Сумки повседневные,чемоданы: Виды сумок портфелей чемоданов : Сумки
793370560,"Колготки, легинсы (рейтузы), кюлоты",Колготки: легинсы (рейтузы) кюлоты Материал :
793370560,"Колготки, легинсы (рейтузы), кюлоты",Материал: полиамид эластан Плотность : 40 % Размер
793370560,"Колготки, легинсы (рейтузы), кюлоты",Модель: колготки женские
793370560,"Колготки, легинсы (рейтузы), кюлоты",Страна
793370560,"Колготки, легинсы (рейтузы), кюлоты",Страна: производитель : беларусь Состав : 87 -
793370560,"Колготки, легинсы (рейтузы), кюлоты",беларусь
793370560,"Колготки, легинсы (рейтузы), кюлоты",полиамид: 13 - эластан Цвет : Черный Модель :
793370560,"Колготки, легинсы (рейтузы), кюлоты",Размер: 2 Состав : Полиамид и эластан Цвет : беж
793370560,"Колготки, легинсы (рейтузы), кюлоты",Модель: 40 ден бежевые размер 4 БЕЛАРУСЬ
793370560,"Колготки, легинсы (рейтузы), кюлоты",Размер: 4 Цвет : бежевый Состав : Полиамид 88% э
793370560,"Колготки, легинсы (рейтузы), кюлоты",бежевый: Состав : Полиамид 88% эластан 12% Модель
793370560,"Колготки, легинсы (рейтузы), кюлоты",бежевые: размер 3 БЕЛАРУСЬ
793370560,"Колготки, легинсы (рейтузы), кюлоты",Материал: полиамид эластан Размер : 5 Состав : 87%
793370560,"Колготки, легинсы (рейтузы), кюлоты",Страна: производитель : беларусь Плотность : 40
793370560,"Колготки, легинсы (рейтузы), кюлоты",Беларусь
793370562,"Носки, подследники",Island: Cup Wintertech (Айланд Кап Винтертеч)
793370562,"Носки, подследники",Вид: товаров : Галантерейные товары Виды
793370562,"Носки, подследники",Изделия: чулочно-носочные Виды изделий
793370562,"Носки, подследники",Носки: подследники Описание : Разработаны для
793370562,"Носки, подследники",Описание: Разработаны для использования в зимнее в
793370562,"Носки, подследники",Россия
793370562,"Носки, подследники",Цвет: черные Вид размера : Стандартный Размер 
793370562,"Носки, подследники",акрил: 8 полиамид 2 эластан процент (%) Цвет :
793370562,"Носки, подследники",использования: в зимнее время года при низких
793370562,"Носки, подследники",носочных: : Носки подследники Модель : Термоноски
793370562,"Носки, подследники",принадлежность: : мужские Состав : 50 шерсть мериносов
793370562,"Носки, подследники",Модель: Носки из полушерстяной пряжи Россия
793370562,"Носки, подследники",Описание: Носки из полушерстенной пряжи. МИНПРОМТО
793370562,"Носки, подследники",полиакрилнитрил: процент (%) Цвет : черные синие Вид
793370562,"Носки, подследники",Носки: подследники Размер : 42 Сезон : Зима
793370566,Обувь форменная для взрослых,Материал: подкладки : Искусственный мех с
793370566,Обувь форменная для взрослых,Назначение: рекомендуются для сотрудников охранных п
793370566,Обувь форменная для взрослых,Обувь: форменная для взрослых Защитные свойства
793370566,Обувь форменная для взрослых,Подносок: 0 Размер : 40 Стандарты : ТР ТС 019 2011
793370566,Обувь форменная для взрослых,Россия
793370566,Обувь форменная для взрослых,Цвет: черный Модель : Котка Россия
793370566,Обувь форменная для взрослых,защита: от общих производственных загрязнений от
793370566,Обувь форменная для взрослых,нефти: нефтепродуктов кислот щелочей
793370566,Обувь форменная для взрослых,Модель: : Полуботинки форменные р.42
793370566,Обувь форменная для взрослых,Обувь: форменная для взрослых Верх обуви : кожа
793370566,Обувь форменная для взрослых,натуральная: Защитные носки : термопласт Метод
793370566,Обувь форменная для взрослых,подкладочная: Подошва : термоэластопласт Цвет : черный
793370566,Обувь форменная для взрослых,32 см
793370566,Обувь форменная для взрослых,Подносок: : Да Половой признак : Мужской Размер :
793370566,Обувь форменная для взрослых,Размер: 44.00000 размер Страна происхождения : Россия Утеп
793370572,Обувь с верхом из текстильных материалов,Обувь: с верхом из текстильных материалов Верх
793370572,Обувь с верхом из текстильных материалов,Пол: женский Цвет : синий Размер обуви : 39 М
793370572,Обувь с верхом из текстильных материалов,обуви: : х б ткань Материал подошвы : ПВХ Метод
793370572,Обувь с верхом из текстильных материалов,текстильные: «Эмануэла»
793370572,Обувь с верхом из текстильных материалов,2011 Г
793370572,Обувь с верхом из текстильных материалов,Верх: обуви : натуральная кожа Подкладка :
793370572,Обувь с верхом из текстильных материалов,Подошва: : однослойный полиуретан Цвет : черный
793370572,Обувь с верхом из текстильных материалов,Размер: 45 Модель : Туфли мужские «Дима» черные 
793370572,Обувь с верхом из текстильных материалов,Россия
793370572,Обувь с верхом из текстильных материалов,крепления: литьевой Стандарты : ТР ТС 019 2011 ГОСТ
793370572,Обувь с верхом из текстильных материалов,черные: Россия
793370572,Обувь с верхом из текстильных материалов,Модель: Полуботинки кроссовые (кроссовки) Россия
793370572,Обувь с верхом из текстильных материалов,синий: размер : 47 Модель : Полуботинки
793370572,Обувь с верхом из текстильных материалов,Метод: крепления : литьевой Цвет : синий размер
793370572,Обувь с верхом из текстильных материалов,Модель: : Туфли мужские текстильные «Андрей»
793370578,Обувь валяная,2011 М
793370578,Обувь валяная,III: IV и особом климатических поясах
793370578,Обувь валяная,Материал: верха обуви : Натуральная шерсть
793370578,Обувь валяная,Материал: подошвы : Резина размер : 23 (36) Вид
793370578,Обувь валяная,Модель: Обувь валяная специальная от пониженных 
793370578,Обувь валяная,Назначение: : Рекомендованы для эксплуатации во II
793370578,Обувь валяная,Обувь: валяная Стандарты : ТР ТС 019 2011
793370578,Обувь валяная,Россия
793370578,Обувь валяная,размер: 34 (47) Вид размера : Стандартный Модель : Обувь в
793370578,Обувь валяная,подошвы: Резина Вид размера : Стандартный размер 
793370578,Обувь валяная,размер: 33 (46) Модель : Обувь валяная специальная от пони
793370578,Обувь валяная,SALMA: LBL) Китай
793370578,Обувь валяная,Китай
793370578,Обувь валяная,Модель: Туфли женские «Сальма» (SALMA LBL) Китай
793370578,Обувь валяная,Обувь: валяная Цвет изделия : белый с голубым
793370580,Обувь с защитным металлическим подноском,DURA: RETOR Подошва : двухслойная полиуретан +
793370580,Обувь с защитным металлическим подноском,Материал: верха : кожа натуральная и материал ON
793370580,Обувь с защитным металлическим подноском,Мун: 200) Метод крепления : литьевой Вид
793370580,Обувь с защитным металлическим подноском,Обувь: с защитным металлическим подноском
793370580,Обувь с защитным металлическим подноском,Полуботинки: мужские кожаные Неогард-Лайт® Антистат с
793370580,Обувь с защитным металлическим подноском,Проколозащитная: стелька : неметаллические Модель :
793370580,Обувь с защитным металлическим подноском,Россия
793370580,Обувь с защитным металлическим подноском,Цвет: Черный Подкладка : полотно DERMODRY COOL
793370580,Обувь с защитным металлическим подноском,внутренними: защитными носками из композитного
793370580,Обувь с защитным металлическим подноском,Вид: размера : Стандартный Модель :
793370580,Обувь с защитным металлическим подноском,Размер: 43 Модель : Полуботинки мужские кожаные Неогард-Ла
793370580,Обувь с защитным металлическим подноском,Модель: Ботинки кожаные «Билд» утепленные с мета
793370580,Обувь с защитным металлическим подноском,Назначение: Подошва двухслойная (устойчивая к воздействию хими
793370580,Обувь с защитным металлическим подноском,Описание: : Подкладка и вкладная стелька из меха
793370580,Обувь с защитным металлическим подноском,Размер: 41 Вид размера : Стандартный Вид товаров : Обувь В
793370590,Обувь специальная диэлектрическая,2011 М
793370590,Обувь специальная диэлектрическая,Боты: диэлектрические Россия
793370590,Обувь специальная диэлектрическая,Виды: обуви специальной : Обувь специальная
793370590,Обувь специальная диэлектрическая,Обувь: специальная диэлектрическая Половой
793370590,Обувь специальная диэлектрическая,Размер: 42 Вид продукции : Товары Виды обуви : Обувь специ
793370590,Обувь специальная диэлектрическая,Россия
793370590,Обувь специальная диэлектрическая,Стандарты: : ТР ТС 019 2011 Метод крепления :
793370590,Обувь специальная диэлектрическая,диэлектрическая: Вид товара : Боты диэлектрические Модель
793370590,Обувь специальная диэлектрическая,признак: : Универсальные Цвет : кремовый
793370590,Обувь специальная диэлектрическая,Материал: верха обуви : резина Материал подошвы :
793370590,Обувь специальная диэлектрическая,Назначение: : Боты обеспечивают дополнительную
793370590,Обувь специальная диэлектрическая,Размер: 43.00000 размер Модель : Боты диэлектрич
793370590,Обувь специальная диэлектрическая,защита: от электрического тока напряжением 1кВ
793370590,Обувь специальная диэлектрическая,или: мокрого снега. Размер : 43.00000 размер
793370590,Обувь специальная диэлектрическая,работе: в электроустановках закрытого типа а
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,2011 М
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Китай
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Модель: Полуботинки «БАЛТО» (BALTO) с внутренним
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Обувь: специальная из полимерных материалов для
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Подошва: двухслойная этиленвинилацетат (ЭВА) + ни
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Размер: 40 Вид размера : Стандартный Вид товаров : Обувь В
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Стандартный: Вид товаров : Обувь Виды обуви : Обувь
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Цвет: черный Подкладка : нейлоновая сетка Стан
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,защиты: от механических воздействий для
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,механических: воздействий для работающих в угольных
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Стандарты: ТР ТС 019 2011 Метод крепления : клеевой
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,обуви: Обувь специальная Виды обуви специальной
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,1650 г
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Материал: 100 ПВХ процент (%) Утеплитель : 100 полиэфир проц
793370592,Обувь специальная из полимерных материалов для защиты от механических воздействий для работающих в угольных шахтах и разрезах,Модель: Сапоги ПВХ мужские «Внедорожник 4x4» с надставкой
793370594,Обувь специальная кожаная для защиты от механических воздействий,Защитные: носки : композитный материал (Мун 200).
793370594,Обувь специальная кожаная для защиты от механических воздействий,Количество: слоев подошвы : 2 Материал верха обуви :
793370594,Обувь специальная кожаная для защиты от механических воздействий,Модель: Ботинки мужские кожаные Юнигард® Россия
793370594,Обувь специальная кожаная для защиты от механических воздействий,Назначение: для работы в нефтегазовой энергетической химическо
793370594,Обувь специальная кожаная для защиты от механических воздействий,Обувь: специальная кожаная для защиты от
793370594,Обувь специальная кожаная для защиты от механических воздействий,Подкладка: : полотно ARTICO полиэфирное полотно.
793370594,Обувь специальная кожаная для защиты от механических воздействий,Полнота: 9 Размер : 40 Вид размера : Стандартный 
793370594,Обувь специальная кожаная для защиты от механических воздействий,Половой: признак : мужской Стандарты : ТР ТС 019
793370594,Обувь специальная кожаная для защиты от механических воздействий,Россия
793370594,Обувь специальная кожаная для защиты от механических воздействий,кожа: натуральная. Материал подошвы :
793370594,Обувь специальная кожаная для защиты от механических воздействий,крепления: подошвы : литьевой. Назначение : для
793370594,Обувь специальная кожаная для защиты от механических воздействий,Заключение: минпромторга рф : 1 Защитные носки :
793370594,Обувь специальная кожаная для защиты от механических воздействий,Размер: 47 Стандарты : ТР ТС 019 2011 Толщина ко
793370594,Обувь специальная кожаная для защиты от механических воздействий,кожи: : 1 8-2 0 мм Цвет : черный Модель :
793370594,Обувь специальная кожаная для защиты от механических воздействий,Вид: размера : Стандартный Модель : Ботинки
793370596,"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли",Ботинки: кожаные «Билд» Россия
793370596,"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли",Верх: обуви : кожа натуральная Размер : 44 Вид
793370596,"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли",Обувь: специальная кожаная для защиты от нефти
793370596,"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли",Подошва: двухслойная полиуретан + полиуретан Мето
793370596,"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли",Размер: 44 Вид размера : Стандартный Полнота : 10 Модель :
793370596,"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли",Россия
793370596,"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли",нефтепродуктов: кислот щелочей нетоксичной и
793370596,"Обувь специальная кожаная для защиты от нефти, нефтепродуктов, кислот, щелочей, нетоксичной и взрывоопасной пыли",полиуретан: Метод крепления : литьевой Подкладка :
